movie_id,netflix,hulu,prime_video,disney
146,1,0,0,0
147,1,0,0,0
148,1,0,0,0
149,1,0,0,0
150,1,0,0,0
151,1,0,0,0
152,1,0,0,0
153,1,0,0,0
154,1,0,0,0
155,1,0,0,0
156,1,0,0,0
157,1,0,0,0
158,1,0,0,0
159,1,0,1,0
160,1,0,1,0
161,1,0,0,0
162,1,0,0,0
163,1,0,0,0
164,1,0,0,0
165,1,0,0,0
166,1,0,0,0
167,1,0,0,0
168,1,0,0,0
169,1,0,1,0
170,1,0,0,0
171,1,0,0,0
172,1,0,0,0
173,1,0,0,0
174,1,0,1,0
175,1,0,0,0
176,1,0,0,0
177,1,0,0,0
178,1,0,0,0
179,1,1,1,0
180,1,0,0,0
181,1,0,1,0
182,1,0,0,0
183,1,0,0,0
184,1,0,0,0
185,1,0,0,0
186,1,0,0,0
187,1,0,0,0
188,1,0,0,0
189,1,0,0,0
190,1,0,1,0
191,1,0,0,0
192,1,0,0,0
193,1,0,1,0
194,1,0,0,0
195,1,0,1,0
196,1,0,0,0
197,1,0,0,0
198,1,0,0,0
199,1,0,0,0
200,1,0,1,0
201,1,0,0,0
202,1,0,0,0
203,1,0,0,0
204,1,0,0,0
205,1,0,0,0
206,1,0,0,0
207,1,0,0,0
208,1,0,0,0
209,1,0,0,0
210,1,0,0,0
211,1,0,0,0
212,1,0,0,0
213,1,0,1,0
214,1,0,0,0
215,1,0,0,0
216,1,0,0,0
217,1,0,0,0
218,1,0,0,0
219,1,0,0,0
220,1,0,0,0
221,1,0,0,0
222,1,0,0,0
223,1,0,1,0
224,1,0,0,0
225,1,0,0,0
226,1,0,0,1
227,1,0,0,0
228,1,0,0,0
229,1,0,0,0
230,1,0,1,0
231,1,0,0,0
232,1,0,0,0
233,1,0,0,0
234,1,0,1,0
235,1,0,0,0
236,1,0,0,0
237,1,0,0,0
238,1,0,0,0
239,1,0,0,0
240,1,0,0,0
241,1,0,0,0
242,1,0,0,0
243,1,0,0,0
244,1,0,0,0
245,1,0,0,0
246,1,0,0,0
247,1,0,1,0
248,1,0,0,0
249,1,0,0,0
250,1,0,0,0
251,1,0,1,0
252,1,0,0,0
253,1,0,0,0
254,1,0,0,0
255,1,0,0,0
256,1,0,0,0
257,1,0,0,0
258,1,0,0,0
259,1,0,0,0
260,1,0,0,0
261,1,0,0,0
262,1,0,0,0
263,1,0,0,0
264,1,0,0,0
265,1,0,0,0
266,1,0,0,0
267,1,0,0,0
268,1,0,0,0
269,1,1,1,0
270,1,0,0,0
271,1,0,0,0
272,1,0,0,0
273,1,0,1,0
274,1,0,0,0
275,1,0,0,0
276,1,0,0,0
277,1,0,0,0
278,1,0,0,0
279,1,0,0,0
280,1,0,0,0
281,1,0,1,0
282,1,0,0,0
283,1,0,0,0
284,1,0,0,0
285,1,0,0,0
286,1,0,0,0
287,1,0,0,0
288,1,0,1,0
289,1,0,0,0
290,1,0,0,0
291,1,0,0,0
292,1,0,0,0
293,1,0,0,0
294,1,0,1,0
295,1,0,1,0
296,1,0,0,0
297,1,0,0,0
298,1,0,0,0
299,1,0,0,0
300,1,0,0,1
301,1,0,0,0
302,1,0,0,0
303,1,0,0,0
304,1,0,0,0
305,1,0,0,0
306,1,0,0,0
307,1,0,0,0
308,1,0,0,0
309,1,0,0,0
310,1,0,0,0
311,1,0,0,0
312,1,0,0,0
313,1,0,0,0
314,1,0,0,0
315,1,0,0,0
316,1,0,0,0
317,1,0,0,0
318,1,0,0,0
319,1,0,0,0
320,1,0,0,0
321,1,0,0,0
322,1,0,0,0
323,1,0,0,0
324,1,0,0,0
325,1,0,0,0
326,1,0,0,0
327,1,0,0,0
328,1,0,0,0
329,1,0,0,0
330,1,0,1,0
331,1,0,0,0
332,1,0,0,0
333,1,0,0,0
334,1,0,0,0
335,1,0,0,0
336,1,0,0,0
337,1,0,0,0
338,1,0,0,0
339,1,0,0,0
340,1,0,0,0
341,1,0,0,0
342,1,1,0,0
343,1,0,1,0
344,1,0,0,0
345,1,0,0,0
346,1,0,0,0
347,1,0,0,0
348,1,0,0,0
349,1,0,0,0
350,1,0,0,0
351,1,0,0,0
352,1,0,0,0
353,1,0,0,0
354,1,0,0,0
355,1,0,0,0
356,1,0,0,0
357,1,0,0,0
358,1,0,0,0
359,1,0,0,0
360,1,0,0,0
361,1,0,0,0
362,1,0,0,0
363,1,0,0,0
364,1,0,0,0
365,1,0,0,0
366,1,0,0,0
367,1,0,0,0
368,1,0,0,0
369,1,0,0,0
370,1,0,0,0
371,1,0,0,0
372,1,0,0,0
373,1,0,0,0
374,1,0,0,0
375,1,0,0,0
376,1,0,1,0
377,1,0,0,0
378,1,0,0,0
379,1,0,0,0
380,1,0,0,0
381,1,0,0,0
382,1,0,0,0
383,1,0,1,0
384,1,0,0,0
385,1,0,1,0
386,1,0,0,0
387,1,0,0,0
388,1,0,0,0
389,1,0,0,0
390,1,0,0,0
391,1,0,0,0
392,1,0,0,0
393,1,0,0,0
394,1,0,0,0
395,1,0,0,0
396,1,0,0,0
397,1,0,0,0
398,1,0,0,0
399,1,0,1,0
400,1,0,0,0
401,1,0,0,0
402,1,0,1,0
403,1,0,1,0
404,1,0,1,0
405,1,0,1,0
406,1,1,0,0
407,1,0,0,0
408,1,0,0,0
409,1,0,0,0
410,1,0,0,0
411,1,0,1,0
412,1,0,0,0
413,1,0,0,0
414,1,0,0,0
415,1,1,0,0
416,1,0,0,0
417,1,0,0,0
418,1,0,0,0
419,1,0,0,0
420,1,0,1,0
421,1,0,1,0
422,1,0,1,0
423,1,0,0,0
424,1,0,0,0
425,1,0,0,0
426,1,0,0,0
427,1,0,0,0
428,1,0,0,0
429,1,0,0,0
430,1,0,0,0
431,1,0,0,0
432,1,0,1,0
433,1,0,0,0
434,1,0,0,0
435,1,0,0,0
436,1,0,0,0
437,1,0,0,0
438,1,0,0,0
439,1,0,0,0
440,1,0,0,0
441,1,0,0,0
442,1,0,0,1
443,1,0,0,0
444,1,0,0,0
445,1,0,0,0
446,1,0,0,0
447,1,0,0,0
448,1,0,1,0
449,1,0,0,0
450,1,0,0,0
451,1,0,0,0
452,1,0,0,0
453,1,0,0,0
454,1,0,0,0
455,1,0,0,0
456,1,0,1,0
457,1,0,1,0
458,0,1,0,0
459,0,1,0,0
460,0,1,0,0
461,0,1,0,0
462,0,1,0,0
463,0,1,0,0
464,0,1,1,0
465,0,1,0,0
466,0,1,1,0
467,0,1,1,0
468,0,1,0,0
469,0,1,0,0
470,0,1,0,0
471,0,1,0,0
472,0,1,0,0
473,0,1,1,0
474,0,1,1,0
475,0,1,1,0
476,0,1,1,0
477,0,1,1,0
478,0,1,1,0
479,0,1,1,0
480,0,1,1,0
481,0,1,1,0
482,0,1,0,0
483,0,1,1,0
484,0,1,0,0
485,0,1,0,0
486,0,1,0,0
487,0,1,0,0
488,0,1,0,0
489,0,1,0,0
490,0,1,0,0
491,0,1,1,0
492,0,1,1,0
493,0,1,0,0
494,0,1,1,0
495,0,1,0,0
496,0,1,0,0
497,0,1,0,0
498,0,1,0,0
499,0,1,0,0
500,0,1,0,0
501,0,1,0,0
502,0,1,0,0
503,0,1,0,0
504,0,1,1,0
505,0,1,1,0
506,0,1,0,0
507,0,1,1,0
508,0,1,0,0
509,0,1,0,0
510,0,1,0,0
511,0,1,0,0
512,0,1,1,0
513,0,1,0,0
514,0,1,1,0
515,0,1,0,0
516,0,1,0,0
517,0,1,0,0
518,0,1,0,0
519,0,1,0,0
520,0,1,1,0
521,0,1,0,0
522,0,1,1,0
523,0,1,0,0
524,0,1,1,0
525,0,1,0,0
526,0,1,0,0
527,0,1,1,0
528,0,1,0,0
529,0,1,0,0
530,0,1,0,0
531,0,1,1,0
532,0,1,1,0
533,0,1,1,0
534,0,1,0,0
535,0,1,0,0
536,0,1,0,0
537,0,1,1,0
538,0,1,1,0
539,0,1,1,0
540,0,1,1,0
541,0,1,0,0
542,0,1,0,0
543,0,1,1,0
544,0,1,1,0
545,0,1,1,0
546,0,1,0,0
547,0,1,1,0
548,0,1,0,0
549,0,1,0,0
550,0,1,1,0
551,0,1,1,0
552,0,1,1,0
553,0,1,1,0
554,0,1,1,0
555,0,1,0,0
556,0,1,1,0
557,0,1,1,0
558,0,1,0,0
559,0,1,0,0
560,0,1,1,0
561,0,1,1,0
562,0,1,1,0
563,0,1,1,0
564,0,1,1,0
565,0,1,1,0
566,0,1,0,0
567,0,1,1,0
568,0,1,1,0
569,0,1,1,0
570,0,1,0,0
571,0,1,0,0
572,0,1,0,0
573,0,1,0,0
574,0,1,0,0
575,0,1,0,0
576,0,1,0,1
577,0,1,0,0
578,0,1,0,0
579,0,1,1,0
580,0,1,0,0
581,0,1,1,0
582,0,1,0,0
583,0,1,1,0
584,0,1,0,0
585,0,1,0,0
586,0,1,0,0
587,0,1,1,0
588,0,1,0,0
589,0,1,1,0
590,0,1,0,0
591,0,1,0,0
592,0,1,1,0
593,0,1,0,0
594,0,1,1,0
595,0,1,1,0
596,0,1,1,0
597,0,1,1,0
598,0,1,0,0
599,0,1,1,0
600,0,1,0,0
601,0,1,1,1
602,0,1,1,0
603,0,1,0,0
604,0,1,0,0
605,0,1,1,0
606,0,1,1,0
607,0,1,1,0
608,0,1,1,0
609,0,1,1,0
610,0,1,0,0
611,0,1,0,0
612,0,1,1,0
613,0,1,1,0
614,0,1,1,0
615,0,1,1,0
616,0,1,1,0
617,0,1,1,0
618,0,1,1,0
619,0,1,1,0
620,0,1,1,0
621,0,1,1,0
622,0,1,1,0
623,0,1,1,0
624,0,1,0,0
625,0,1,0,0
626,0,1,0,0
627,0,1,1,0
628,0,1,1,0
629,0,1,0,0
630,0,1,1,0
631,0,1,0,0
632,0,1,1,0
633,0,1,0,0
634,0,1,0,0
635,0,1,0,0
636,0,1,1,0
637,0,1,0,0
638,0,1,0,0
639,0,1,0,0
640,0,1,1,0
641,0,1,1,0
642,0,1,1,0
643,0,1,1,1
644,0,1,1,0
645,0,0,1,1
646,0,0,1,1
647,0,0,1,0
648,0,0,1,0
649,0,0,1,0
650,0,0,1,0
651,0,0,1,0
652,0,0,1,1
653,0,0,1,1
654,0,0,1,0
655,0,0,1,0
656,0,0,1,0
657,0,0,1,0
658,0,0,1,1
659,0,0,1,0
660,0,0,1,0
661,0,0,1,0
662,0,0,1,0
663,0,0,1,0
664,0,0,1,0
665,0,0,1,0
666,0,0,1,0
667,0,0,1,0
668,0,0,1,0
669,0,0,1,0
670,0,0,1,0
671,0,0,1,0
672,0,0,1,0
673,0,0,1,0
674,0,0,1,0
675,0,0,1,0
676,0,0,1,0
677,0,0,1,0
678,0,0,1,0
679,0,0,1,0
680,0,0,1,0
681,0,0,1,0
682,0,0,1,0
683,0,0,1,0
684,0,0,1,0
685,0,0,1,0
686,0,0,1,0
687,0,0,1,0
688,0,0,1,0
689,0,0,1,0
690,0,0,1,0
691,0,0,1,0
692,0,0,1,0
693,0,0,1,0
694,0,0,1,0
695,0,0,1,0
696,0,0,1,0
697,0,0,1,0
698,0,0,1,0
699,0,0,1,0
700,0,0,1,0
701,0,0,1,0
702,0,0,1,0
703,0,0,1,0
704,0,0,1,0
705,0,0,1,0
706,0,0,1,0
707,0,0,1,0
708,0,0,1,0
709,0,0,1,0
710,0,0,1,0
711,0,0,1,0
712,0,0,1,0
713,0,0,1,0
714,0,0,1,0
715,0,0,1,0
716,0,0,1,0
717,0,0,1,0
718,0,0,1,0
719,0,0,1,0
720,0,0,1,0
721,0,0,1,0
722,0,0,1,0
723,0,0,1,0
724,0,0,1,0
725,0,0,1,0
726,0,0,1,0
727,0,0,1,0
728,0,0,1,0
729,0,0,1,0
730,0,0,1,0
731,0,0,1,0
732,0,0,1,0
733,0,0,1,0
734,0,0,1,0
735,0,0,1,0
736,0,0,1,0
737,0,0,1,0
738,0,0,1,0
739,0,0,1,0
740,0,0,1,0
741,0,0,1,0
742,0,0,1,0
743,0,0,1,0
744,0,0,1,0
745,0,0,1,0
746,0,0,1,0
747,0,0,1,0
748,0,0,1,0
749,0,0,1,0
750,0,0,1,0
751,0,0,1,0
752,0,0,1,0
753,0,0,1,0
754,0,0,1,0
755,0,0,1,0
756,0,0,1,0
757,0,0,1,0
758,0,0,1,0
759,0,0,1,0
760,0,0,1,0
761,0,0,1,0
762,0,0,1,0
763,0,0,1,0
764,0,0,1,0
765,0,0,1,0
766,0,0,1,0
767,0,0,1,0
768,0,0,1,0
769,0,0,1,0
770,0,0,1,0
771,0,0,1,0
772,0,0,1,0
773,0,0,1,0
774,0,0,1,0
775,0,0,1,0
776,0,0,1,0
777,0,0,1,0
778,0,0,1,0
779,0,0,1,0
780,0,0,1,0
781,0,0,1,0
782,0,0,1,0
783,0,0,1,0
784,0,0,1,0
785,0,0,1,0
786,0,0,1,0
787,0,0,1,0
788,0,0,1,0
789,0,0,1,0
790,0,0,1,0
791,0,0,1,0
792,0,0,1,0
793,0,0,1,0
794,0,0,1,0
795,0,0,1,0
796,0,0,1,0
797,0,0,1,0
798,0,0,1,0
799,0,0,1,0
800,0,0,1,0
801,0,0,1,0
802,0,0,1,0
803,0,0,1,0
804,0,0,1,0
805,0,0,1,0
806,0,0,1,0
807,0,0,1,0
808,0,0,1,0
809,0,0,1,0
810,0,0,1,0
811,0,0,1,0
812,0,0,1,0
813,0,0,1,0
814,0,0,1,0
815,0,0,1,0
816,0,0,1,0
817,0,0,1,0
818,0,0,1,0
819,0,0,1,0
820,0,0,1,0
821,0,0,1,0
822,0,0,1,0
823,0,0,1,0
824,0,0,1,0
825,0,0,1,0
826,0,0,1,0
827,0,0,1,0
828,0,0,1,0
829,0,0,1,0
830,0,0,1,0
831,0,0,1,0
832,0,0,1,0
833,0,0,1,0
834,0,0,1,0
835,0,0,1,0
836,0,0,1,0
837,0,0,1,0
838,0,0,1,0
839,0,0,1,0
840,0,0,1,0
841,0,0,1,0
842,0,0,1,0
843,0,0,1,0
844,0,0,1,0
845,0,0,1,0
846,0,0,1,0
847,0,0,1,0
848,0,0,1,0
849,0,0,1,0
850,0,0,1,0
851,0,0,1,0
852,0,0,1,0
853,0,0,1,0
854,0,0,1,0
855,0,0,1,0
856,0,0,1,0
857,0,0,1,0
858,0,0,1,0
859,0,0,1,0
860,0,0,1,0
861,0,0,1,0
862,0,0,1,0
863,0,0,1,0
864,0,0,1,0
865,0,0,1,0
866,0,0,1,0
867,0,0,1,0
868,0,0,1,0
869,0,0,1,0
870,0,0,1,0
871,0,0,1,0
872,0,0,1,0
873,0,0,1,0
874,0,0,1,0
875,0,0,1,0
876,0,0,1,0
877,0,0,1,0
878,0,0,1,0
879,0,0,1,0
880,0,0,1,0
881,0,0,1,0
882,0,0,1,0
883,0,0,1,0
884,0,0,1,0
885,0,0,1,0
886,0,0,1,0
887,0,0,1,0
888,0,0,1,0
889,0,0,1,0
890,0,0,1,0
891,0,0,1,0
892,0,0,1,0
893,0,0,1,0
894,0,0,1,0
895,0,0,1,0
896,0,0,1,0
897,0,0,1,0
898,0,0,1,0
899,0,0,1,0
900,0,0,1,0
901,0,0,1,0
902,0,0,1,0
903,0,0,1,0
904,0,0,1,0
905,0,0,1,0
906,0,0,1,0
907,0,0,1,1
908,0,0,1,1
909,0,0,1,0
910,0,0,1,0
911,0,0,1,0
912,0,0,1,0
913,0,0,1,0
914,0,0,1,0
915,0,0,1,0
916,0,0,1,0
917,0,0,1,0
918,0,0,1,0
919,0,0,1,0
920,0,0,1,0
921,0,0,1,0
922,0,0,1,0
923,0,0,1,0
924,0,0,1,0
925,0,0,1,0
926,0,0,1,0
927,0,0,1,0
928,0,0,1,0
929,0,0,1,0
930,0,0,1,0
931,0,0,1,0
932,0,0,1,0
933,0,0,1,0
934,0,0,1,0
935,0,0,1,0
936,0,0,1,0
937,0,0,1,0
938,0,0,1,0
939,0,0,1,0
940,0,0,1,0
941,0,0,1,0
942,0,0,1,0
943,0,0,1,0
944,0,0,1,0
945,0,0,1,0
946,0,0,1,0
947,0,0,1,0
948,0,0,1,0
949,0,0,1,0
950,0,0,1,0
951,0,0,1,0
952,0,0,1,0
953,0,0,1,0
954,0,0,1,0
955,0,0,1,0
956,0,0,1,0
957,0,0,1,0
958,0,0,1,0
959,0,0,1,0
960,0,0,1,0
961,0,0,1,0
962,0,0,1,0
963,0,0,1,0
964,0,0,1,0
965,0,0,1,0
966,0,0,1,0
967,0,0,1,0
968,0,0,1,0
969,0,0,1,0
970,0,0,1,0
971,0,0,1,0
972,0,0,1,0
973,0,0,1,0
974,0,0,1,0
975,0,0,1,0
976,0,0,1,0
977,0,0,1,0
978,0,0,1,0
979,0,0,1,0
980,0,0,1,0
981,0,0,1,0
982,0,0,1,0
983,0,0,1,0
984,0,0,1,0
985,0,0,1,0
986,0,0,1,0
987,0,0,1,0
988,0,0,1,0
989,0,0,1,0
990,0,0,1,0
991,0,0,1,0
992,0,0,1,0
993,0,0,1,0
994,0,0,1,0
995,0,0,1,0
996,0,0,1,0
997,0,0,1,0
998,0,0,1,0
999,0,0,1,0
1000,0,0,1,0
1001,0,0,1,0
1002,0,0,1,0
1003,0,0,1,0
1004,0,0,1,0
1005,0,0,1,0
1006,0,0,1,0
1007,0,0,1,0
1008,0,0,1,0
1009,0,0,1,0
1010,0,0,1,0
1011,0,0,1,0
1012,0,0,1,0
1013,0,0,1,0
1014,0,0,1,0
1015,0,0,1,0
1016,0,0,1,0
1017,0,0,1,0
1018,0,0,1,0
1019,0,0,1,0
1020,0,0,1,0
1021,0,0,1,0
1022,0,0,1,0
1023,0,0,1,0
1024,0,0,1,0
1025,0,0,1,0
1026,0,0,1,0
1027,0,0,1,0
1028,0,0,1,0
1029,0,0,1,0
1030,0,0,1,0
1031,0,0,1,0
1032,0,0,1,0
1033,0,0,1,0
1034,0,0,1,0
1035,0,0,1,0
1036,0,0,1,0
1037,0,0,1,0
1038,0,0,1,0
1039,0,0,1,0
1040,0,0,1,0
1041,0,0,1,0
1042,0,0,1,0
1043,0,0,1,0
1044,0,0,1,0
1045,0,0,1,0
1046,0,0,1,0
1047,0,0,1,0
1048,0,0,1,0
1049,0,0,1,0
1050,0,0,1,0
1051,0,0,1,0
1052,0,0,1,0
1053,0,0,1,0
1054,0,0,1,0
1055,0,0,1,0
1056,0,0,1,0
1057,0,0,1,0
1058,0,0,1,0
1059,0,0,1,0
1060,0,0,1,0
1061,0,0,1,0
1062,0,0,1,0
1063,0,0,1,0
1064,0,0,1,0
1065,0,0,1,0
1066,0,0,1,0
1067,0,0,1,0
1068,0,0,1,0
1069,0,0,1,0
1070,0,0,1,0
1071,0,0,1,0
1072,0,0,1,0
1073,0,0,1,0
1074,0,0,1,0
1075,0,0,1,0
1076,0,0,1,0
1077,0,0,1,0
1078,0,0,1,0
1079,0,0,1,0
1080,0,0,1,0
1081,0,0,1,0
1082,0,0,1,0
1083,0,0,1,0
1084,0,0,1,0
1085,0,0,1,0
1086,0,0,1,0
1087,0,0,1,0
1088,0,0,1,0
1089,0,0,1,0
1090,0,0,1,0
1091,0,0,1,0
1092,0,0,1,0
1093,0,0,1,0
1094,0,0,1,0
1095,0,0,1,0
1096,0,0,1,0
1097,0,0,1,0
1098,0,0,1,0
1099,0,0,1,0
1100,0,0,1,0
1101,0,0,1,0
1102,0,0,1,0
1103,0,0,1,0
1104,0,0,1,0
1105,0,0,1,0
1106,0,0,1,0
1107,0,0,1,0
1108,0,0,1,0
1109,0,0,1,0
1110,0,0,1,0
1111,0,0,1,0
1112,0,0,1,0
1113,0,0,1,0
1114,0,0,1,0
1115,0,0,1,0
1116,0,0,1,0
1117,0,0,1,0
1118,0,0,1,0
1119,0,0,1,0
1120,0,0,1,0
1121,0,0,1,0
1122,0,0,1,0
1123,0,0,1,0
1124,0,0,1,0
1125,0,0,1,0
1126,0,0,1,0
1127,0,0,1,0
1128,0,0,1,0
1129,0,0,1,0
1130,0,0,1,0
1131,0,0,1,0
1132,0,0,1,0
1133,0,0,1,0
1134,0,0,1,0
1135,0,0,1,0
1136,0,0,1,0
1137,0,0,1,0
1138,0,0,1,0
1139,0,0,1,0
1140,0,0,1,0
1141,0,0,1,0
1142,0,0,1,0
1143,0,0,1,0
1144,0,0,1,0
1145,0,0,1,0
1146,0,0,1,0
1147,0,0,1,0
1148,0,0,1,0
1149,0,0,1,0
1150,0,0,1,0
1151,0,0,1,0
1152,0,0,1,0
1153,0,0,1,0
1154,0,0,1,0
1155,0,0,1,0
1156,0,0,1,0
1157,0,0,1,0
1158,0,0,1,0
1159,0,0,1,0
1160,0,0,1,0
1161,0,0,1,0
1162,0,0,1,0
1163,0,0,1,0
1164,0,0,1,0
1165,0,0,1,0
1166,0,0,1,0
1167,0,0,1,0
1168,0,0,1,0
1169,0,0,1,0
1170,0,0,1,0
1171,0,0,1,0
1172,0,0,1,0
1173,0,0,1,0
1174,0,0,1,0
1175,0,0,1,0
1176,0,0,1,0
1177,0,0,1,0
1178,0,0,1,0
1179,0,0,1,0
1180,0,0,1,0
1181,0,0,1,0
1182,0,0,1,0
1183,0,0,1,0
1184,0,0,1,0
1185,0,0,1,0
1186,0,0,1,0
1187,0,0,1,0
1188,0,0,1,0
1189,0,0,1,0
1190,0,0,1,0
1191,0,0,1,0
1192,0,0,1,0
1193,0,0,1,0
1194,0,0,1,0
1195,0,0,1,0
1196,0,0,1,0
1197,0,0,1,0
1198,0,0,1,0
1199,0,0,1,0
1200,0,0,1,0
1201,0,0,1,0
1202,0,0,1,0
1203,0,0,1,0
1204,0,0,1,0
1205,0,0,1,0
1206,0,0,1,0
1207,0,0,1,0
1208,0,0,1,0
1209,0,0,1,0
1210,0,0,1,0
1211,0,0,1,0
1212,0,0,1,0
1213,0,0,1,0
1214,0,0,1,0
1215,0,0,1,0
1216,0,0,1,0
1217,0,0,1,0
1218,0,0,1,0
1219,0,0,1,0
1220,0,0,1,0
1221,0,0,1,0
1222,0,0,1,0
1223,0,0,1,0
1224,0,0,1,0
1225,0,0,1,0
1226,0,0,1,0
1227,0,0,1,0
1228,0,0,1,0
1229,0,0,1,0
1230,0,0,1,0
1231,0,0,1,0
1232,0,0,1,0
1233,0,0,1,0
1234,0,0,1,0
1235,0,0,1,0
1236,0,0,1,0
1237,0,0,1,0
1238,0,0,1,0
1239,0,0,1,0
1240,0,0,1,0
1241,0,0,1,0
1242,0,0,1,0
1243,0,0,1,0
1244,0,0,1,0
1245,0,0,1,0
1246,0,0,1,0
1247,0,0,1,0
1248,0,0,1,0
1249,0,0,1,0
1250,0,0,1,0
1251,0,0,1,0
1252,0,0,1,0
1253,0,0,1,0
1254,0,0,1,0
1255,0,0,1,0
1256,0,0,1,0
1257,0,0,1,0
1258,0,0,1,0
1259,0,0,1,0
1260,0,0,1,0
1261,0,0,1,0
1262,0,0,1,0
1263,0,0,1,0
1264,0,0,1,0
1265,0,0,1,0
1266,0,0,1,0
1267,0,0,1,0
1268,0,0,1,0
1269,0,0,1,0
1270,0,0,1,0
1271,0,0,1,0
1272,0,0,1,0
1273,0,0,1,0
1274,0,0,1,0
1275,0,0,1,0
1276,0,0,1,0
1277,0,0,1,0
1278,0,0,1,0
1279,0,0,1,0
1280,0,0,1,0
1281,0,0,1,0
1282,0,0,1,0
1283,0,0,1,0
1284,0,0,1,0
1285,0,0,1,0
1286,0,0,1,0
1287,0,0,1,0
1288,0,0,1,0
1289,0,0,1,0
1290,0,0,1,0
1291,0,0,1,0
1292,0,0,1,0
1293,0,0,1,0
1294,0,0,1,0
1295,0,0,1,0
1296,0,0,1,0
1297,0,0,1,0
1298,0,0,1,0
1299,0,0,1,0
1300,0,0,1,0
1301,0,0,1,0
1302,0,0,1,0
1303,0,0,1,0
1304,0,0,1,0
1305,0,0,1,0
1306,0,0,1,0
1307,0,0,1,0
1308,0,0,1,0
1309,0,0,0,1
1310,0,0,0,1
1311,0,0,0,1
1312,0,0,0,1
1313,0,0,0,1
1314,0,0,0,1
1315,0,0,0,1
1316,0,0,0,1
1317,0,0,0,1
1318,0,0,0,1
1319,0,0,0,1
1320,0,0,0,1
1321,0,0,0,1
1322,0,0,0,1
1323,0,0,0,1
1324,0,0,0,1
1325,0,0,0,1
1326,0,0,0,1
1327,0,0,0,1
1328,0,0,0,1
1329,0,0,0,1
1330,0,0,0,1
1331,0,0,0,1
1332,0,0,0,1
1333,0,0,0,1
1334,0,0,0,1
1335,0,0,0,1
1336,0,0,0,1
1337,0,0,0,1
1338,0,0,0,1
1339,0,0,0,1
1340,0,0,0,1
1341,0,0,0,1
1342,0,0,0,1
1343,0,0,0,1
1344,0,0,0,1
1345,0,0,0,1
1346,0,0,0,1
1347,0,0,0,1
1348,0,0,0,1
1349,0,0,0,1
1350,0,0,0,1
1351,0,0,0,1
1352,0,0,0,1
1353,0,0,0,1
1354,0,0,0,1
1355,0,0,0,1
1356,0,0,0,1
1357,0,0,0,1
1358,0,0,0,1
1359,0,0,0,1
